Factor,Ticker,Close
2.0104284103720405,RVNL,534.05
1.7232314087979892,OFSS,11430.9
1.5193159286186384,TRENT,7623.45
1.4490212331824268,POLICYBZR,1920.4
1.4107142857142858,ZOMATO,297.0
1.2813859600987731,OIL,582.05
1.2250687509046172,KALYANKJIL,768.65
1.2050800133033235,DIXON,14254.85
1.169263836646964,INDUSTOWER,403.7
1.1232974910394264,MOTHERSON,207.34
1.0256744995648388,TORNTPOWER,1862.0
0.9919103439391989,CUMMINSIND,3865.8
0.9410611444675896,JSWENERGY,792.05
0.937573979723123,VOLTAS,1882.45
0.8902775345823847,MAZDOCK,4318.15
0.8407277012814585,BAJAJ-AUTO,12338.95
0.759270044651524,VEDL,453.1
0.7583672057424544,M&M,3049.8
0.7529309499398206,BSE,3932.35
0.7521875828629871,SIEMENS,6938.4
0.7440422359641188,SHRIRAMFIN,3567.7
0.7109539073726098,CGPOWER,773.95
0.7100442606532484,ABB,7939.65
0.6884826854441979,BHARTIARTL,1750.45
0.684437991117185,INDIGO,4930.35
0.6543286677034733,IRFC,159.56
0.6496581865563936,BOSCHLTD,36461.9
0.6490944745645403,INDHOTEL,714.8
0.6444212721584985,PRESTIGE,1892.4
0.62959449845862,JSWINFRA,343.6
0.6286055449830217,LUPIN,2182.25
0.5987730061349693,GODREJPROP,3192.35
0.5832985386221293,ICICIGI,2275.2
0.5820531743411468,NAUKRI,8146.15
0.5817057523700904,HAL,4437.95
0.5670498084291189,BEL,286.3
0.5662650602409639,ABFRL,344.5
0.5394275700934581,MAXHEALTH,1054.2
0.5373688811188811,ZYDUSLIFE,1055.25
0.5329180705798902,TORNTPHARM,3457.65
0.523837400753723,HAVELLS,2082.4
0.5181058495821728,JIOFIN,354.25
0.49727107337780485,BIOCON,370.35
0.492828835629364,ICICIPRULI,791.05
0.49078237410071945,PETRONET,331.55
0.48861766319253985,UNITDSPR,1628.25
0.4833882465704188,HEROMOTOCO,6190.55
0.4768073032321735,FORTIS,598.55
0.475815077447213,SUNPHARMA,1862.7
0.45574075172509243,COLPAL,3681.35
0.4516960068699013,BPCL,338.1
0.4490177064253133,HINDPETRO,403.45
0.44540674296319205,ABCAPITAL,233.65
0.4425208807896734,LODHA,1424.85
0.437182769908923,BAJAJHLDNG,11085.35
0.43187964010029994,ADANIPORTS,1456.15
0.43070996519447147,ESCORTS,4233.9
0.4268088665830196,POWERGRID,341.15
0.4236760124610592,BHEL,274.2
0.4193709311316754,TVSMOTOR,2845.2
0.4183869419107056,ONGC,295.45
0.41106243154435945,SJVN,128.83
0.40248249522597085,GAIL,220.33
0.387044204522306,JINDALSTEL,1021.35
0.3779563371740448,TATAPOWER,454.45
0.37301451484932885,HDFCAMC,4412.8
0.3699073964985038,BDL,1162.75
0.36470197943160454,GUJGASLTD,617.05
0.36460656259955415,NTPC,428.35
0.36368481833525823,DIVISLAB,5372.85
0.3590437735156465,AUROPHARMA,1480.95
0.34883057615516244,ASHOKLEY,236.45
0.34574437557392085,PIIND,4689.65
0.3378039434264615,SBILIFE,1920.15
0.3256552621048419,MANKIND,2650.25
0.3244373721300295,IPCALAB,1456.55
0.3223644119439366,RECLTD,542.5
0.3222060370640122,CHOLAFIN,1633.85
0.3216141113930168,IGL,546.95
0.3170063782584581,OBEROIRLTY,1899.65
0.3151570431472082,CIPLA,1658.15
0.3141465354408988,ICICIBANK,1321.9
0.31408321302008146,COALINDIA,500.6
0.30974249935099446,DMART,5297.45
0.3027415730337078,GODREJCP,1449.3
0.3012171684817425,ADANIGREEN,2031.2
0.2912556904400606,LICHSGFIN,680.75
0.2890303753813503,TATAMOTORS,971.8
0.28651222415529726,MARICO,702.5
0.2839128773404662,ADANIPOWER,672.0
0.2824018097429696,LALPATHLAB,3287.95
0.2778730703259005,SYNGENE,894.0
0.27617563003377504,PFC,491.2
0.2737711069418386,IOC,169.73
0.27245792841905675,INDIANB,536.85
0.2701802271906233,BHARATFORG,1582.2
0.2573065601345669,MFSL,1195.95
0.24977642987674484,TECHM,1607.15
0.24906276454226622,LICI,1032.85
0.24888597640891233,GMRINFRA,95.29
0.24840458381939204,DLF,909.65
0.24624407112315724,GRASIM,2666.9
0.2416977692908602,APOLLOHOSP,7152.8
0.24063906123015325,BALKRISIND,3129.45
0.23894808433461798,CANBK,109.3
0.23625361746908718,JUBLFOOD,704.85
0.2347735503718992,MARUTI,12683.1
0.23096407737181462,SBIN,801.85
0.21717915669305823,DABUR,661.05
0.21675959088727234,PIDILITIND,3295.35
0.21585358313238123,FACT,983.2
0.21500457456541627,M&MFIN,332.0
0.21361149329664347,INFY,1896.45
0.2110190693278478,SUPREMEIND,5445.65
0.2106815413220492,POLYCAB,6609.05
0.2097013344630375,TIINDIA,4283.25
0.20962566844919778,AMBUJACEM,622.05
0.20675241157556273,FEDERALBNK,187.65
0.19249004130110708,EICHERMOT,4879.55
0.19039695745186588,HCLTECH,1752.8
0.18740107628996533,SONACOMS,750.2
0.18489405331510592,APOLLOTYRE,520.05
0.17891859676524394,DEEPAKNTR,2868.25
0.17591821279818248,BRITANNIA,6211.2
0.17199956317571255,PEL,1073.2
0.17141200347926938,NYKAA,202.01
0.16764397905759168,PNB,111.51
0.16699991221824484,ALKEM,5982.45
0.16383285302593656,TATACONSUM,1211.55
0.149878502543853,HINDUNILVR,3028.55
0.14729578086185896,ULTRACEMCO,11962.05
0.14630308380188436,RELIANCE,2986.75
0.14611138285235145,SUNTV,820.1
0.14539088773206818,ACC,2486.3
0.14201165833928145,BAJAJFINSV,1919.95
